stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
1942196;Constantin;LIZE;H;constantin.lize@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1942196;Constantin;LIZE;H;constantin.lize@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1942196;Constantin;LIZE;H;constantin.lize@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@etudiant.univ-rennes1.fr;member;Club Apero;
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
5905613;Fany;LE ROY;W;fany.le roy@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
5905613;Fany;LE ROY;W;fany.le roy@etudiant.univ-rennes1.fr;member;Club Danse;
9060073;Gilbert;MARQUET;M;gilbert.marquet@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9060073;Gilbert;MARQUET;M;gilbert.marquet@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9060073;Gilbert;MARQUET;M;gilbert.marquet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2184742;Halima;CHALLIER;fille;halima.challier@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
2184742;Halima;CHALLIER;fille;halima.challier@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1562758;Pascaline;DUPONT;W;pascaline.dupont@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1562758;Pascaline;DUPONT;W;pascaline.dupont@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1562758;Pascaline;DUPONT;W;pascaline.dupont@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3552069;Francisco;BIEMON;H;francisco.biemon@etudiant.univ-rennes1.fr;member;Club Danse;
3552069;Francisco;BIEMON;H;francisco.biemon@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3552069;Francisco;BIEMON;H;francisco.biemon@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@etudiant.univ-rennes1.fr;member;Club Apero;
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6555383;Bruce;BEAUFRETON;garçon;bruce.beaufreton@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;frederique.moreau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
3806289;Frédérique;MOREAU;W;frederique.moreau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;frederique.moreau@etudiant.univ-rennes1.fr;member;Club Danse;
5668218;Gildas;LIBAUD;garçon;gildas.libaud@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
5902875;Olivier;MAHE;M;olivier.mahe@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@etudiant.univ-rennes1.fr;member;Club Apero;
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@etudiant.univ-rennes1.fr;member;Club Apero;
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
4434849;Gisèle;ANDRAULT;W;gisele.andrault@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
4434849;Gisèle;ANDRAULT;W;gisele.andrault@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
4434849;Gisèle;ANDRAULT;W;gisele.andrault@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6802351;Muguette;MONNIER;W;muguette.monnier@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
15560;Astride;MAROLLEAU;F;astride.marolleau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
15560;Astride;MAROLLEAU;F;astride.marolleau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@etudiant.univ-rennes1.fr;member;Club Apero;
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@etudiant.univ-rennes1.fr;member;Club Danse;
1663405;Lilianne;BUCHER;F;lilianne.bucher@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
1663405;Lilianne;BUCHER;F;lilianne.bucher@etudiant.univ-rennes1.fr;member;Club Apero;
1710322;Siegfried;GRANDIN;H;siegfried.grandin@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2854528;Yannik;MANDIN;garçon;yannik.mandin@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
3615984;Corinne;SAVARIT;H;corinne.savarit@etudiant.univ-rennes1.fr;member;Club Apero;
7970054;Soraya;BRECHET;F;soraya.brechet@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
3228023;Gaël;BOUGET;garçon;gael.bouget@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
3228023;Gaël;BOUGET;garçon;gael.bouget@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
583497;Gaelle;MAHOT;fille;gaelle.mahot@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8826644;Marguerite;RAPICAULT;F;marguerite.rapicault@etudiant.univ-rennes1.fr;member;Club Apero;
1954763;Emile;RICHER;H;emile.richer@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6804773;Aurélien;HOMER;garçon;aurelien.homer@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
6804773;Aurélien;HOMER;garçon;aurelien.homer@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6804773;Aurélien;HOMER;garçon;aurelien.homer@etudiant.univ-rennes1.fr;member;Club Apero;
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9179052;Georgette;SALLE;garçon;georgette.salle@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
9179052;Georgette;SALLE;garçon;georgette.salle@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2385208;Bertille;MOUILLE;W;bertille.mouille@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
2385208;Bertille;MOUILLE;W;bertille.mouille@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
2385208;Bertille;MOUILLE;W;bertille.mouille@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
9710923;Yannick;VEAU;F;yannick.veau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9710923;Yannick;VEAU;F;yannick.veau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8024999;Pierre-Michel;LOISON;M;pierre-michel.loison@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
912013;Bénédicte;CARRE;garçon;benedicte.carre@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
860488;Malou;PIFFARD;fille;malou.piffard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
860488;Malou;PIFFARD;fille;malou.piffard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
860488;Malou;PIFFARD;fille;malou.piffard@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1884033;Carine;REVEILLERE;F;carine.reveillere@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1884033;Carine;REVEILLERE;F;carine.reveillere@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8512871;Adeline;PIRONNEAU;W;adeline.pironneau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@etudiant.univ-rennes1.fr;member;Club Apero;
7761100;Karl;BOUTET;H;karl.boutet@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4651705;Raphaële;PROVOST;W;raphaele.provost@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
4651705;Raphaële;PROVOST;W;raphaele.provost@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
5499953;Jim;GACHET;garçon;jim.gachet@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
5568177;Jean-Guillaume;BORDEAU;H;jean-guillaume.bordeau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@etudiant.univ-rennes1.fr;member;Club Danse;
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1674550;Vivian;HACAULT;garçon;vivian.hacault@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
9848855;Lysianne;BEILLARD;fille;lysianne.beillard@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@etudiant.univ-rennes1.fr;member;Club Danse;
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1143837;Sergio;BOURON;garçon;sergio.bouron@etudiant.univ-rennes1.fr;member;Club Apero;
1143837;Sergio;BOURON;garçon;sergio.bouron@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
492491;Stéphan;OUVRARD;garçon;stephan.ouvrard@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1003065;Jean-Frédéric;DAVIAUD;M;jean-frederic.daviaud@etudiant.univ-rennes1.fr;member;Club Apero;
3121003;Marie Line;DESGRE;fille;marie line.desgre@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3121003;Marie Line;DESGRE;fille;marie line.desgre@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
6723978;Jean Bernard;BLANCHET;M;jean bernard.blanchet@etudiant.univ-rennes1.fr;member;Club Danse;
6723978;Jean Bernard;BLANCHET;M;jean bernard.blanchet@etudiant.univ-rennes1.fr;member;Club Apero;
4167770;Annonciade;GODIN;W;annonciade.godin@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
5564971;Rachida;COUVREUX;F;rachida.couvreux@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
36833;Octave;HIVERT;M;octave.hivert@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
36833;Octave;HIVERT;M;octave.hivert@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
36833;Octave;HIVERT;M;octave.hivert@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7908933;Stéphane;BAUDOUIN;M;stephane.baudouin@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
7908933;Stéphane;BAUDOUIN;M;stephane.baudouin@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
9790480;Nordine;GRASSET;M;nordine.grasset@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
40525;Renee;HOUDIN;W;renee.houdin@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
979747;Suzanne;POUPELIN;fille;suzanne.poupelin@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
979747;Suzanne;POUPELIN;fille;suzanne.poupelin@etudiant.univ-rennes1.fr;member;Club Apero;
7298401;Gwenaelle;LAVENIER;F;gwenaelle.lavenier@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
7298401;Gwenaelle;LAVENIER;F;gwenaelle.lavenier@etudiant.univ-rennes1.fr;member;Club Danse;
127028;Gilda;MENET;fille;gilda.menet@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
127028;Gilda;MENET;fille;gilda.menet@etudiant.univ-rennes1.fr;member;Club Apero;
127028;Gilda;MENET;fille;gilda.menet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
3859477;Narcisse;DALIFARD;M;narcisse.dalifard@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
7875661;Luciano;CHAILLOU;H;luciano.chaillou@etudiant.univ-rennes1.fr;member;Club Danse;
2400708;Anne-Yvonne;DEHOUX;F;anne-yvonne.dehoux@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
4238144;Jean Christophe;CERIZIER;H;jean christophe.cerizier@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
4238144;Jean Christophe;CERIZIER;H;jean christophe.cerizier@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
4238144;Jean Christophe;CERIZIER;H;jean christophe.cerizier@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
276573;Marie-Noelle;AUMOND;W;marie-noelle.aumond@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
276573;Marie-Noelle;AUMOND;W;marie-noelle.aumond@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
276573;Marie-Noelle;AUMOND;W;marie-noelle.aumond@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
5884030;Jean Pierre;JEANNEAU;M;jean pierre.jeanneau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
5884030;Jean Pierre;JEANNEAU;M;jean pierre.jeanneau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7476598;Baptiste;LEFEVRE;H;baptiste.lefevre@etudiant.univ-rennes1.fr;member;Club Apero;
7062366;Jeremie;RICOU;H;jeremie.ricou@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3662800;Ghislène;ALLAIRE;fille;ghislene.allaire@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
3662800;Ghislène;ALLAIRE;fille;ghislene.allaire@etudiant.univ-rennes1.fr;member;Club Apero;
9515545;Claudy;GABORY;F;claudy.gabory@etudiant.univ-rennes1.fr;member;Club Danse;
9515545;Claudy;GABORY;F;claudy.gabory@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9515545;Claudy;GABORY;F;claudy.gabory@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
355898;Patricia;GODICHEAU;M;patricia.godicheau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3355127;Patric;REVAULT;M;patric.revault@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3355127;Patric;REVAULT;M;patric.revault@etudiant.univ-rennes1.fr;member;Club Danse;
7601491;Vincenza;HOUDAYER;F;vincenza.houdayer@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
7601491;Vincenza;HOUDAYER;F;vincenza.houdayer@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
7601491;Vincenza;HOUDAYER;F;vincenza.houdayer@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9777115;Solange;CHEVALIER;F;solange.chevalier@etudiant.univ-rennes1.fr;member;Club Danse;
9777115;Solange;CHEVALIER;F;solange.chevalier@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
